radius,start_time,a_avg,b_avg,bstd_avg,n_avg,mc_avg,a_std,b_std,bstd_std,n_std,mc_std
21.5,1993-12-31 00:00:00+00:00,4.19540019211,0.647428698191,3.31075203273e-15,7750.9,0.473,0.00465034603285,0.0078387980329,2.00589764938e-15,336.607734116,0.0330151480384
21.5,1994-01-31 00:00:00+00:00,4.18816066938,0.6422688432,2.72530110928e-15,8206.3,0.427,0.00752249705485,0.0117669746115,1.68973184085e-15,429.820130339,0.0377270901785
21.5,1994-02-28 00:00:00+00:00,4.19673221459,0.649294114818,2.33659964437e-15,7784.9,0.474,0.00400800009592,0.00818706170721,1.59864970365e-15,909.319458594,0.0777746031098
21.5,1994-03-31 00:00:00+00:00,4.19297251515,0.64645509368,1.60275278204e-15,7711.2,0.473,0.00315515237028,0.00559983376318,1.32361389854e-15,69.1404367935,0.0048304589154
21.5,1994-04-30 00:00:00+00:00,4.1903388903,0.64714953632,1.30681767483e-15,8096.7,0.436,0.00822443208823,0.00693314615162,1.2700893812e-15,372.956074268,0.0386436713232
21.5,1994-05-31 00:00:00+00:00,4.18807203063,0.640707929834,1.32618319875e-15,8408.0,0.411,0.00394337566651,0.00606652306713,1.12785842363e-15,41.7745270603,0.00316227766017
21.5,1994-06-30 00:00:00+00:00,4.19122553761,0.643666002329,1.14562196211e-15,8736.4,0.389,0.00615354093927,0.0099374803594,1.08742034924e-15,610.990852814,0.0484079883215
21.5,1994-07-31 00:00:00+00:00,4.18908637965,0.643321549415,2.04929760984e-15,8194.0,0.429,0.00393307733453,0.00725020160957,1.55096363868e-15,478.853027789,0.037549966711
21.5,1994-08-31 00:00:00+00:00,4.18802494495,0.643216489865,1.84540001803e-15,7922.8,0.45,0.00483765619501,0.00782165909726,1.20284114614e-15,379.438415439,0.0323178657161
21.5,1994-09-30 00:00:00+00:00,4.19384976089,0.651026619415,3.45888112768e-15,7817.8,0.463,0.00573680290715,0.00662167054386,1.81581174033e-15,505.350219595,0.0439823196801
21.5,1994-10-31 00:00:00+00:00,4.19298213131,0.650652288291,2.57691445368e-15,7775.7,0.47,0.00461416090704,0.00876347579822,1.84762781678e-15,1148.76610616,0.0994428926012
21.5,1994-11-30 00:00:00+00:00,4.18411855237,0.640101716259,1.5574233731e-15,8928.1,0.365,0.00683922559135,0.0111584249401,1.31961398249e-15,557.348374996,0.0445346307196
21.5,1994-12-31 00:00:00+00:00,4.18076685107,0.639455967718,1.6191715475e-15,9090.9,0.348,0.004991057763,0.00537883259578,9.42646099704e-16,461.932763265,0.0382390143992
21.5,1995-01-31 00:00:00+00:00,4.18974445914,0.650291502032,2.5792018756e-15,8379.1,0.414,0.00846109602406,0.0112059103405,1.99918795811e-15,1127.71494133,0.0978888258292
21.5,1995-02-28 00:00:00+00:00,4.18342344066,0.64343655697,3.26062670949e-15,9103.2,0.349,0.00531372354823,0.00698879814489,1.6803890052e-15,525.04979658,0.043576242253
21.5,1995-03-31 00:00:00+00:00,4.18963717096,0.652960865827,2.42632194091e-15,7997.2,0.441,0.00569751821622,0.00808681662954,1.26108390455e-15,721.209447156,0.0608184913401
21.5,1995-04-30 00:00:00+00:00,4.18715537938,0.654985865219,3.31627280261e-15,8036.6,0.434,0.00636749402377,0.0108506993112,2.53160915822e-15,990.018653023,0.0809938269253
21.5,1995-05-31 00:00:00+00:00,4.18261268338,0.644406939111,1.59850406471e-15,9059.7,0.35,0.00553960467896,0.0131354071207,1.06989266975e-15,531.892647899,0.0421637021356
21.5,1995-06-30 00:00:00+00:00,4.18506734376,0.652027254421,2.32202137166e-15,8039.1,0.43,0.00412643651437,0.00394056409071,1.60061526904e-15,469.5481161,0.0421637021356
21.5,1995-07-31 00:00:00+00:00,4.18655123399,0.654025358764,1.77535613409e-15,8242.3,0.414,0.00366580922965,0.00625313541123,1.19171929299e-15,409.204390657,0.0313404247294
21.5,1995-08-31 00:00:00+00:00,4.18621140006,0.653346928029,2.01025172136e-15,8475.5,0.395,0.00353466566363,0.00506845451127,1.46304827944e-15,191.674057829,0.0158113883008
21.5,1995-09-30 00:00:00+00:00,4.18231613032,0.647029017338,2.35045873847e-15,9035.8,0.35,0.00555038641136,0.00834361451317,1.20705253847e-15,401.900429902,0.0333333333333
21.5,1995-10-31 00:00:00+00:00,4.18720757008,0.66099795037,2.79432245884e-15,7677.9,0.457,0.00301553781839,0.00618662905164,1.49044773085e-15,262.185451753,0.0249666444148
