radius,start_time,a_avg,b_avg,bstd_avg,n_avg,mc_avg,a_std,b_std,bstd_std,n_std,mc_std,diff
1,1990-01-31 00:00:00+00:00,6.292536628400422,3.650054279755992,4.519351954126261e-16,3.0434782608695654,1.235869565217392,6.317593937167936,3.5464950858892,7.09005862291718e-16,1.3085773121752495,0.07925688064439083,
1,1990-07-31 00:00:00+00:00,6.871275501647077,3.647933063501833,3.981563290300229e-16,3.0555555555555554,1.2655555555555562,7.09401657178253,3.513908585222484,5.767740868099827e-16,1.1052592467366555,0.14154930146090428,-0.002121216254158842
1,1991-01-31 00:00:00+00:00,4.796400440051636,2.7305459365041584,4.1367652537074045e-16,3.3152173913043477,1.2336956521739142,5.571704107965707,2.998454438465128,6.539157289954572e-16,1.0579821954305582,0.11022172849052085,-0.9173871269976748
1,1991-07-31 00:00:00+00:00,5.074501758888439,2.8108312383840874,5.084953569812793e-16,3.066666666666667,1.2344444444444456,5.871086783695145,3.0866717291351886,7.27922491793224e-16,1.1097119780183071,0.07955086156372283,0.080285301879929
1,1992-01-31 00:00:00+00:00,4.625725092705165,2.6208682629678286,3.5431075474544903e-16,3.236559139784946,1.2397849462365602,5.48878191928159,3.0155146275241345,4.971301397177169e-16,1.2193890974258346,0.11338639683979876,-0.18996297541625884
1,1992-07-31 00:00:00+00:00,5.672845019082185,3.107303857366942,4.264853885423357e-16,2.988888888888889,1.2455555555555562,6.297485192158016,3.2219686275216906,5.895980381178556e-16,1.1755414190767772,0.11333663797781744,0.4864355943991132
1,1993-01-31 00:00:00+00:00,6.283641429772222,3.5886895643967622,3.537294062800664e-16,3.0114942528735633,1.2494252873563227,6.555563309326847,3.468020008235377,5.554261228837235e-16,1.1153709662746503,0.1292856610139415,0.4813857070298204
1,1993-07-31 00:00:00+00:00,6.099450372242024,3.502328335488338,4.0635022142305675e-16,2.905263157894737,1.243157894736843,6.297390262403759,3.482417778826909,5.9219532262176235e-16,1.1211096726441636,0.09413958804920444,-0.08636122890842435
1,1994-01-31 00:00:00+00:00,5.2596545648392965,3.0121371433467297,3.323273345731602e-16,3.0444444444444443,1.2333333333333345,5.8996081567691805,3.1794538809253456,4.779489807329408e-16,1.1505847180925506,0.09598689049066755,-0.4901911921416082
1,1994-07-31 00:00:00+00:00,6.26422253108048,3.618679239241922,2.99839070532747e-16,2.9361702127659575,1.2414893617021285,6.479736045443835,3.5890739637481412,4.850545973175599e-16,1.1622050846938012,0.11111320824681477,0.6065420958951924
1,1995-01-31 00:00:00+00:00,7.246469215135772,3.889403250706594,3.706561155311684e-16,2.8202247191011236,1.2573033707865175,7.120640215189007,3.637144206409693,6.108168968785059e-16,1.143775623188484,0.11666545064787745,0.27072401146467184
1,1995-07-31 00:00:00+00:00,6.285541429979911,3.5587472570572136,5.032893676837895e-16,2.5894736842105264,1.2168421052631595,6.552580724404645,3.519175831702969,6.803864003965933e-16,0.9729833136058559,0.06942412294429483,-0.33065599364938025
1,1996-01-31 00:00:00+00:00,11.062032691394977,5.69769425847013,7.424805285411372e-16,1.8875,1.2225000000000015,7.12231599075615,3.594751494906906,7.989618250289546e-16,0.779382261063696,0.11470931892440683,2.1389470014129164
1,1996-07-31 00:00:00+00:00,11.59694310242353,5.804799462615509,8.59994239878296e-16,1.894736842105263,1.2236842105263173,7.268093460259654,3.500324310926103,9.751282615670943e-16,0.7225685179676007,0.11760773336549107,0.10710520414537861
1,1997-01-31 00:00:00+00:00,12.218483832668246,6.169753477930192,7.2026182256943e-16,1.775,1.2600000000000013,7.088438107442866,3.4558542917474875,8.396021082811836e-16,0.7458747307182689,0.18113565795358602,0.36495401531468374
1,1997-07-31 00:00:00+00:00,10.883291350763173,5.50774608647388,8.173276176029672e-16,2.0864197530864197,1.2308641975308658,7.264127909672438,3.5842153289216707,9.4771857735073e-16,0.7449417907494104,0.13660341806543674,-0.6620073914563127
1,1998-01-31 00:00:00+00:00,19.201208331446615,8.685889638065074,0.0,1.3064516129032258,1.2000000000000015,0.1399136345211938,7.16343180866039e-15,0.0,0.4647830333737561,1.5670007081444602e-15,3.1781435515911944
1,1998-07-31 00:00:00+00:00,19.197994244714177,8.685889638065074,0.0,1.295774647887324,1.2000000000000017,0.1383649936566453,7.156000432528411e-15,0.0,0.45963855977692186,1.789000108132103e-15,0.0
1,1999-01-31 00:00:00+00:00,19.22010674060369,8.685889638065074,0.0,1.3692307692307693,1.2000000000000015,0.1464066003766641,7.160723346098895e-15,0.0,0.486352199068187,1.5664082319591336e-15,0.0
1,1999-07-31 00:00:00+00:00,19.184214702659133,8.685889638065074,0.0,1.25,1.2000000000000015,0.13144982968678395,7.165389832971566e-15,0.0,0.4366668823046865,1.5674290259625301e-15,0.0
1,2000-01-31 00:00:00+00:00,19.218422656711866,8.685889638065074,0.0,1.3636363636363635,1.2000000000000015,0.14591884799257673,7.159875873068399e-15,0.0,0.4847319207201387,1.5662228472337124e-15,0.0
1,2000-07-31 00:00:00+00:00,19.108957203743127,8.685889638065074,,1.0,1.2000000000000013,2.152425072512477e-14,7.174750241708257e-15,,0.0,1.345265670320298e-15,0.0
1,2001-01-31 00:00:00+00:00,19.108957203743135,8.685889638065072,,1.0,1.2000000000000008,1.437143444171146e-14,5.3892879156417975e-15,,0.0,8.982146526069662e-16,-1.7763568394002505e-15
1,2001-07-31 00:00:00+00:00,19.10895720374313,8.685889638065072,,1.0,1.200000000000001,1.7943913813528857e-14,5.383174144058657e-15,,0.0,1.1214946133455535e-15,0.0
