,radius,start_time,a,b,bstd,n,mc
232,6,1998-07-31 00:00:00+00:00,1.056180563923998,0.5790593092043357,6.990987604831656e-17,3.0,1.0
233,6,1999-01-31 00:00:00+00:00,1.056180563923998,0.5790593092043357,6.990987604831656e-17,3.0,1.0
234,6,1999-07-31 00:00:00+00:00,1.056180563923998,0.5790593092043357,6.990987604831656e-17,3.0,1.0
235,6,2000-01-31 00:00:00+00:00,1.056180563923998,0.5790593092043357,6.990987604831656e-17,3.0,1.0
236,6,2000-07-31 00:00:00+00:00,1.056180563923998,0.5790593092043357,6.990987604831656e-17,3.0,1.0
237,6,2001-01-31 00:00:00+00:00,1.056180563923998,0.5790593092043357,6.990987604831656e-17,3.0,1.0
238,6,2001-07-31 00:00:00+00:00,1.056180563923998,0.5790593092043357,6.990987604831656e-17,3.0,1.0
239,6,2002-01-31 00:00:00+00:00,1.056180563923998,0.5790593092043357,6.990987604831656e-17,3.0,1.0
240,6,2002-07-31 00:00:00+00:00,1.056180563923998,0.5790593092043357,6.990987604831656e-17,3.0,1.0
241,6,2003-01-31 00:00:00+00:00,1.056180563923998,0.5790593092043357,6.990987604831656e-17,3.0,1.0
242,6,2003-07-31 00:00:00+00:00,1.056180563923998,0.5790593092043357,6.990987604831656e-17,3.0,1.0
243,6,2004-01-31 00:00:00+00:00,1.056180563923998,0.5790593092043357,6.990987604831656e-17,3.0,1.0
244,6,2004-07-31 00:00:00+00:00,1.056180563923998,0.5790593092043357,6.990987604831656e-17,3.0,1.0
245,6,2005-01-31 00:00:00+00:00,1.056180563923998,0.5790593092043357,6.990987604831656e-17,3.0,1.0
246,6,2005-07-31 00:00:00+00:00,1.056180563923998,0.5790593092043357,6.990987604831656e-17,3.0,1.0
247,6,2006-01-31 00:00:00+00:00,1.056180563923998,0.5790593092043357,6.990987604831656e-17,3.0,1.0
248,6,2006-07-31 00:00:00+00:00,1.056180563923998,0.5790593092043357,6.990987604831656e-17,3.0,1.0
249,6,2007-01-31 00:00:00+00:00,8.685889638065028,8.685889638065028,,1.0,1.0
250,6,2007-07-31 00:00:00+00:00,7.817300674258525,8.685889638065028,,1.0,0.8999999999999999
251,6,2008-01-31 00:00:00+00:00,7.817300674258525,8.685889638065028,,1.0,0.8999999999999999
252,6,2008-07-31 00:00:00+00:00,7.817300674258525,8.685889638065028,,1.0,0.8999999999999999
253,6,2009-01-31 00:00:00+00:00,7.817300674258525,8.685889638065028,,1.0,0.8999999999999999
254,6,2009-07-31 00:00:00+00:00,,,,,
255,6,2010-01-31 00:00:00+00:00,,,,,
256,6,2010-07-31 00:00:00+00:00,,,,,
257,6,2011-01-31 00:00:00+00:00,,,,,
258,7,1990-01-31 00:00:00+00:00,1.544553277271735,0.7664020268880914,1.6430167015422455e-16,6.0,1.0
259,7,1990-07-31 00:00:00+00:00,1.544553277271735,0.7664020268880914,1.6430167015422455e-16,6.0,1.0
260,7,1991-01-31 00:00:00+00:00,1.544553277271735,0.7664020268880914,1.6430167015422455e-16,6.0,1.0
261,7,1991-07-31 00:00:00+00:00,1.544553277271735,0.7664020268880914,1.6430167015422455e-16,6.0,1.0
262,7,1992-01-31 00:00:00+00:00,1.544553277271735,0.7664020268880914,1.6430167015422455e-16,6.0,1.0
263,7,1992-07-31 00:00:00+00:00,1.544553277271735,0.7664020268880914,1.6430167015422455e-16,6.0,1.0
264,7,1993-01-31 00:00:00+00:00,1.544553277271735,0.7664020268880914,1.6430167015422455e-16,6.0,1.0
265,7,1993-07-31 00:00:00+00:00,1.544553277271735,0.7664020268880914,1.6430167015422455e-16,6.0,1.0
266,7,1994-01-31 00:00:00+00:00,1.41092817139053,0.7119581670545111,0.0,5.0,1.0
267,7,1994-07-31 00:00:00+00:00,1.41092817139053,0.7119581670545111,0.0,5.0,1.0
268,7,1995-01-31 00:00:00+00:00,1.41092817139053,0.7119581670545111,0.0,5.0,1.0
269,7,1995-07-31 00:00:00+00:00,1.41092817139053,0.7119581670545111,0.0,5.0,1.0
270,7,1996-01-31 00:00:00+00:00,1.325884127833382,0.7238241365054197,0.0,4.0,1.0
271,7,1996-07-31 00:00:00+00:00,1.325884127833382,0.7238241365054197,0.0,4.0,1.0
272,7,1997-01-31 00:00:00+00:00,1.325884127833382,0.7238241365054197,0.0,4.0,1.0
273,7,1997-07-31 00:00:00+00:00,1.325884127833382,0.7238241365054197,0.0,4.0,1.0
